"['Crime', 'Drama']",24320,8.1,"['MaxvonSydow', 'BirgittaValberg', 'GunnelLindblom', 'BirgittaPettersson']",['IngmarBergman'],['UllaIsaksson'],[],['ErikNordgren']
[],104,6.9,"['""ShinichirôMikami""', 'ShimaIwashita', 'KayokoHonoo', 'HizuruTakachiho']",['MasahiroShinoda'],"['EijiShinba', 'ShûjiTerayama']",['TetsuoUeno'],['TôruTakemitsu']
['Drama'],390,7.0,"['BurlIves', 'ShelleyWinters', 'JamesDarren', 'JeanSeberg']",['PhilipLeacock'],"['WillardMotley', 'RobertPresnellJr.']",['BorisKaplan'],['GeorgeDuning']
"['War', 'Drama']",668,6.8,"['RichardTodd', 'RichardHarris', 'RonaldFraser', 'DavidMcCallum']",['LeslieNorman'],"['WillisHall', 'WolfMankowitz']",['MichaelBalcon'],[]
"['Drama', 'Fantasy', 'Mystery']",2197,8.3,"['IgnacioLópezTarso', 'PinaPellicer', 'EnriqueLucero', 'MarioAlbertoRodríguez']",['RobertoGavaldón'],"['B.Traven', 'EmilioCarballido']",['ArmandoOriveAlba'],['RaúlLavista']
['Western'],82382,7.7,"['YulBrynner', 'SteveMcQueen', 'CharlesBronson', 'EliWallach']",['JohnSturges'],"['WalterNewman', 'WilliamRoberts', 'AkiraKurosawa', 'WalterBernstein', 'ShinobuHashimoto']",[],[]
['Horror'],12444,7.2,"['BarbaraSteele', 'JohnRichardson', 'AndreaChecchi', 'IvoGarrani']",['MarioBava'],"['MarcelloCoscia', 'EnnioDeConcini', 'MarioSerandrei', 'NikolayGogol', 'GeorgeHiggins']",[],[]
['Comedy'],551,7.2,"['VittorioGassman', 'DorianGray', 'AnnaMariaFerrero', 'MarioCarotenuto']",['DinoRisi'],"['EttoreScola', 'AgenoreIncrocci', 'FurioScarpelli', 'SergioPugliese', 'SandroContinenza']",[],[]
"['Music', 'Drama']",2017,7.9,"['SupriyaChoudhury', 'AnilChatterjee', 'GyaneshMukherjee', 'BijonBhattacharya']",['RitwikGhatak'],"['SamiranDutta', 'ShaktipadaRajguru', 'RabindranathTagore']",[],['JyotirindraMoitra']
"['Drama', 'War']",664,6.3,"['JamesStewart', 'LisaLu', 'GlennCorbett', 'HarryMorgan']",['DanielMann'],"['AlfredHayes', 'TheodoreH.White']",['WilliamGoetz'],['JeromeMoross']
"['Drama', 'Foreign', 'Romance']",6482,8.3,"['PrithvirajKapoor', 'Madhubala', 'DilipKumar', 'DurgaKhote']",['K.Asif'],"['Aman', 'KamalAmrohi', 'EhsanRizvi', 'WajahatMirza']",[],['Naushad']
"['Drama', 'Thriller', 'Crime']",987,7.1,"['RichardTodd', 'PeterSellers', 'ElizabethSellars', 'AdamFaith']",['JohnGuillermin'],"['PeterDeSarigny', 'AlunFalconer']",[],['JohnBarry']
"['Romance', 'Drama', 'Music']",984,7.4,"['TadeuszLomnicki', 'KrystynaStypulkowska', 'WandaKoczeska', 'KalinaJedrusik']",['AndrzejWajda'],"['JerzyAndrzejewski', 'JerzySkolimowski']",[],['KrzysztofKomeda']
['Drama'],15844,8.1,"['JeanneMoreau', 'MarcelloMastroianni', 'MonicaVitti', 'BernhardWicki']",['MichelangeloAntonioni'],"['EnnioFlaiano', 'ToninoGuerra']",['EmanueleCassuto'],['GiorgioGaslini']
['Drama'],3316,8.1,"['HidekoTakamine', 'TatsuyaNakadai', 'MasayukiMori', 'ReikoDan']",['MikioNaruse'],['RyûzôKikushima'],[],['ToshirôMayuzumi']
"['Horror', 'Thriller']",27853,7.7,"['KarlheinzBöhm', 'AnnaMassey', 'MoiraShearer', 'MaxineAudley']",['MichaelPowell'],['LeoMarks'],[],['BrianEasdale']
"['Comedy', 'Family', 'Fantasy']",1846,7.5,"['SondraLee', 'MaryMartin', 'CyrilRitchard', 'LynnFontanne', 'MaureenBailey', 'MargaloGillmore']",['VincentJ.Donehue'],"['JeromeRobbins', 'J.M.Barrie']",['DickLinkroum'],[]
"['Drama', 'War']",5399,7.3,"['AnnaKarina', 'MichelSubor', 'Henri-JacquesHuet', 'PaulBeauvais']",['Jean-LucGodard'],[],['GeorgesdeBeauregard'],['MauriceLeroux']
"['Crime', 'Drama', 'Thriller']",12345,7.8,"['AlainDelon', 'MauriceRonet', 'MarieLaforêt', 'ErnoCrisa']",['RenéClément'],"['PatriciaHighsmith', 'PaulGégauff']","['GoffredoLombardo', 'RaymondHakim', 'RobertHakim']",[]
['Documentary'],991,7.1,"['PhilleoNash', 'RobertDrew', 'HubertH.Humphrey', 'MurielBuckHumphrey', 'JosephJulian', 'JacquelineKennedy', 'JohnF.Kennedy', 'RobertF.Kennedy']",[],[],[],[]
['Thriller'],552,6.8,"['JulesMaitland', 'KateManx', 'CoreyAllen', 'WarrenOates', 'JeromeCowan', 'RobertWark']",['LeslieStevens'],[],['StanleyColbert'],[]
"['Drama', 'Horror', 'Thriller']",554874,8.5,"['AnthonyPerkins', 'JanetLeigh', 'VeraMiles', 'JohnGavin']",['AlfredHitchcock'],"['JosephStefano', 'RobertBloch']",[],['BernardHerrmann']
"['Drama', 'Thriller']",95,6.5,"['TonyBritton', 'VirginiaMaskell', 'IanBannen', 'PeterCushing']","['JohnBoulting', 'RoyBoulting']","['NigelBalchin', 'JeffreyDell']",[],[]
"['Crime', 'Drama', 'Thriller']",14833,8.3,"['AlainDelon', 'RenatoSalvatori', 'AnnieGirardot', 'ClaudiaCardinale']",['LuchinoVisconti'],"['EnricoMedioli', '""SusoCecchiDAmico""', 'VascoPratolini', 'PasqualeFestaCampanile', 'MassimoFranciosa']",[],[]
"['Action', 'Drama', 'History']",115728,7.9,"['KirkDouglas', 'LaurenceOlivier', 'JeanSimmons', 'CharlesLaughton']",['StanleyKubrick'],"['DaltonTrumbo', 'HowardFast', 'PeterUstinov', 'CalderWillingham']",['EdwardLewis'],[]
"['Adventure', 'Family']",12561,7.2,"['JohnMills', 'DorothyMcGuire', 'JamesMacArthur', 'JanetMunro']",['KenAnnakin'],"['LowellS.Hawley', 'JohannDavidWyss']",['BillAnderson'],['WilliamAlwyn']
['Comedy'],753,6.0,"['AnthonyPerkins', 'JaneFonda', 'RayWalston', 'MarcConnelly']",['JoshuaLogan'],"['JuliusJ.Epstein', 'HowardLindsay', 'RusselCrouse', 'HowardNemerov']",[],['CyrilJ.Mockridge']
"['Mystery', 'Crime', 'Thriller']",2621,7.0,"['DawnAddams', 'PetervanEyck', 'GertFröbe', 'WolfgangPreiss']",['FritzLang'],"['HeinzOskarWuttig', 'JanFethke', 'NorbertJacques']",['ArturBrauner'],['GerhardBecker']
"['Fantasy', 'Drama']",2472,7.3,"['YulBrynner', 'JeanCocteau', 'FrançoiseArnoul', 'ClaudineAuger', 'CharlesAznavour', 'BrigitteBardot', 'LuciaBosé']",[],[],[],[]
"['Thriller', 'Adventure', 'Fantasy', 'ScienceFiction']",33742,7.6,"['RodTaylor', 'AlanYoung', 'YvetteMimieux', 'SebastianCabot']",['GeorgePal'],"['DavidDuncan', 'H.G.Wells']",[],['RussellGarcia']
"['Drama', 'Thriller', 'Crime']",15810,7.5,"['CharlesAznavour', 'MarieDubois', 'NicoleBerger', 'MichèleMercier']",['FrançoisTruffaut'],"['DavidGoodis', 'MarcelMoussy']",['PierreBraunberger'],['GeorgesDelerue']
"['Crime', 'Drama', 'Thriller']",13288,8.5,"['AndréBervil', 'JeanKeraudy', 'MichelConstantin', 'PhilippeLeroy']",['JacquesBecker'],"['JoséGiovanni', 'JeanAurel']",['SergeSilberman'],['PhilippeArthuys']
['Drama'],3178,7.5,"['AlecGuinness', 'JohnMills', 'SusannahYork', 'DennisPrice']",['RonaldNeame'],['JamesKennaway'],['ColinLesslie'],['MalcolmArnold']
['Comedy'],1060,7.3,"['AlbertoSordi', 'VittorioDeSica', 'MarisaMerlini', 'MaraBerni']",['LuigiZampa'],"['RodolfoSonego', 'UgoGuerra']",['GuidoGiambartolomei'],['PieroUmiliani']
"['Horror', 'ScienceFiction']",13784,7.3,"['GeorgeSanders', 'BarbaraShelley', 'MichaelGwynn', 'LaurenceNaismith']",['WolfRilla'],"['StirlingSilliphant', 'RonaldKinnoch', 'JohnWyndham']",[],['RonGoodwin']
['Drama'],2490,7.6,"['BrigitteBardot', 'PaulMeurisse', 'CharlesVanel', 'SamiFrey']",['Henri-GeorgesClouzot'],"['VéraClouzot', 'SimoneDrieu', 'MichèlePerrein', 'JérômeGéronimi', 'ChristianeRochefort']",[],[]
"['Crime', 'Drama', 'Thriller']",9784,8.1,"['ToshirôMifune', 'MasayukiMori', 'KyôkoKagawa', 'TatsuyaMihashi']",['AkiraKurosawa'],"['HideoOguni', 'EijirôHisaita', 'RyûzôKikushima', 'ShinobuHashimoto']",['TomoyukiTanaka'],[]
['Drama'],6865,7.8,"['FrancoCitti', 'FrancaPasut', 'SilvanaCorsini', 'PaolaGuidi']",['PierPaoloPasolini'],['SergioCitti'],"['AlfredoBini', 'CinoDelDuca']",[]
"['Drama', 'Music']",882,7.0,"['PatrickMcGoohan', 'KeithMichell', 'BetsyBlair', 'PaulHarris']",['BasilDearden'],"['NelKing', 'PaulJarrico', 'WilliamShakespeare']",['MichaelRelph'],[]
"['Drama', 'Romance']",18479,7.8,"['DelphineSeyrig', 'GiorgioAlbertazzi', 'SachaPitoëff', 'FrançoiseBertin']",['AlainResnais'],['AlainRobbe-Grillet'],"['PierreCourau', 'AnatoleDauman', 'RaymondFroment']",['FrancisSeyrig']
"['Comedy', 'Romance']",1242,6.3,"['BobHope', 'LanaTurner', 'JanisPaige', 'JimHutton']",['JackArnold'],"['ValentineDavies', 'HalKanter', 'VeraCaspary']",[],['HenryMancini']
"['Adventure', 'Comedy', 'War']",511,6.8,"['DavidNiven', 'AlbertoSordi', 'AmedeoNazzari', 'MichaelWilding']",['GuyHamilton'],"['LucianoVincenzoni', '""SusoCecchiDAmico""', 'AgenoreIncrocci', 'JackPulman', 'FurioScarpelli']",[],[]
"['Action', 'Crime', 'Drama']",3461,7.6,"['AllenBaron', 'MollyMcCarthy', 'LarryTucker', 'PeterClune']",[],['WaldoSalt'],['MerrillS.Brody'],['MeyerKupferman']
"['Crime', 'Drama']",416,7.2,"['RichardTodd', 'RobertMorley', 'DudleySutton', 'RonaldLacey']",['SidneyJ.Furie'],['StuartDouglass'],[],['TheShadows']
"['Comedy', 'Drama', 'Romance']",154403,7.7,"['AudreyHepburn', 'GeorgePeppard', 'PatriciaNeal', 'BuddyEbsen']",['BlakeEdwards'],"['TrumanCapote', 'GeorgeAxelrod']","['MartinJurow', 'RichardShepherd']",['HenryMancini']
"['Drama', 'Romance', 'War']",683,7.1,"['CarrollBaker', 'JamesShigeta', 'JamesYagi', 'TetsurôTanba']",['EtiennePérier'],"['CharlesKaufman', 'GwendolenTerasaki']",['JacquesBar'],['GeorgesAuric']
"['Crime', 'Comedy']",928,7.1,"['JeanGabin', 'MartineCarol', 'FrançoiseRosay', 'BernardBlier']",['GillesGrangier'],"['MichelAudiard', 'AlbertSimonin']",[],"['MichelLegrand', 'FrancisLemarque']"
['Drama'],13325,7.8,"['AudreyHepburn', 'ShirleyMacLaine', 'JamesGarner', 'MiriamHopkins']",['WilliamWyler'],"['LillianHellman', 'JohnMichaelHayes']",[],['AlexNorth']
['Drama'],8323,7.8,"['SophiaLoren', 'Jean-PaulBelmondo', 'RafVallone', 'EleonoraBrown']",['VittorioDeSica'],"['AlbertoMoravia', 'CesareZavattini']",['CarloPonti'],['ArmandoTrovajoli']
['Drama'],517,6.6,"['RomySchneider', 'Jean-LouisTrintignant', 'HenriSerre', 'DianeLepvrier']",['AlainCavalier'],['Jean-PaulRappeneau'],[],['SergeNigg']
"['History', 'Drama']",337,7.6,"['VítezslavVejrazka', 'MiroslavMachácek', 'CestmírRanda', 'VítOlmer']",['FrantisekVlácil'],"['FrantisekA.Dvorák', 'MilosVáclavKratochvíl', 'AlfredTechnik']",[],['ZdenekLiska']
"['ScienceFiction', 'Drama']",4228,7.1,"['EdwardJudd', 'JanetMunro', 'LeoMcKern', 'MichaelGoodliffe']",['ValGuest'],['WolfMankowitz'],[],[]
['Drama'],893,7.6,"['AlekseyBatalov', 'InnokentiySmoktunovskiy', 'TatyanaLavrova', 'NikolaiPlotnikov']",['MikhailRomm'],['DaniilKhrabrovitsky'],[],['DzhonTer-Tatevosyan']
"['Drama', 'Action', 'Thriller']",8092,7.8,"['Jean-PaulBelmondo', 'SergeReggiani', 'JeanDesailly', 'RenéLefèvre']",['Jean-PierreMelville'],['PierreLesou'],"['GeorgesdeBeauregard', 'CarloPonti']",['PaulMisraki']
"['Romance', 'Drama']",365,7.3,"['HidekoTakamine', 'KeijiSada', 'TatsuyaNakadai', 'NobukoOtowa']",['KeisukeKinoshita'],[],['SennosukeTsukimori'],['ChûjiKinoshita']
"['Action', 'Adventure', 'Drama']",42772,7.5,"['DavidNiven', 'GregoryPeck', 'AnthonyQuinn', 'AnthonyQuayle']",['J.LeeThompson'],"['AlistairMacLean', 'CarlForeman']",[],['DimitriTiomkin']
"['Family', 'Comedy']",358,7.4,"['OsvaldHelmuth', 'EbbeRode', 'GunnarLauring', 'HenningMoritzen']",['BentChristensen'],['LeifPanduro'],['PrebenPhilipsen'],['NielsRothenborg']
['Drama'],71595,8.0,"['PaulNewman', 'JackieGleason', 'PiperLaurie', 'GeorgeC.Scott']",['RobertRossen'],"['SidneyCarroll', 'WalterTevis']",[],['KenyonHopkins']
['Horror'],24373,7.8,"['DeborahKerr', 'PeterWyngarde', 'MegsJenkins', 'MichaelRedgrave']",['JackClayton'],"['HenryJames', 'JohnMortimer', 'WilliamArchibald', 'TrumanCapote']",[],['GeorgesAuric']
"['Drama', 'History']",63479,8.2,"['SpencerTracy', 'BurtLancaster', 'RichardWidmark', 'MarleneDietrich']",['StanleyKramer'],"['AbbyMann', 'MontgomeryClift']",[],['ErnestGold']
"['Drama', 'Romance']",34167,7.8,"['JeanneMoreau', 'OskarWerner', 'HenriSerre', 'VannaUrbino']",['FrançoisTruffaut'],"['Henri-PierreRoché', 'JeanGruault']",[],['GeorgesDelerue']
[],1316,7.8,"['JoelRinne', 'MattiRanin', 'LeoJokela', 'ElinaSalo']",['MattiKassila'],"['KaarloNuorvala', 'MikaWaltari']",['MaunoMäkelä'],['OsmoLindeman']
['Drama'],6378,7.0,"['JeffreyHunter', 'SiobhanMcKenna', 'HurdHatfield', 'RonRandell']",['NicholasRay'],"['PhilipYordan', 'RayBradbury']",['SamuelBronston'],['MiklósRózsa']
['Drama'],3210,7.9,"['GanjirôNakamura', 'SetsukoHara', 'YôkoTsukasa', 'MichiyoAratama']",['YasujirôOzu'],['KôgoNoda'],"['SanezumiFujimoto', 'MasakatsuKaneko', 'TadahiroTeramoto']",['ToshirôMayuzumi']
['Comedy'],3281,6.4,"['JerryLewis', 'HelenTraubel', 'PatStanley', 'KathleenFreeman']",[],"['BillRichmond', 'MelBrooks']",[],['WalterScharf']
"['Drama', 'Romance']",4467,7.6,"['AnoukAimée', 'MarcMichel', 'JacquesHarden', 'AlanScott']",['JacquesDemy'],[],"['GeorgesdeBeauregard', 'CarloPonti']",['MichelLegrand']
"['Drama', 'Horror']",2532,7.7,"['LucynaWinnicka', 'MieczyslawVoit', 'AnnaCiepielewska', 'MariaChwalibóg']",['JerzyKawalerowicz'],"['JaroslawIwaszkiewicz', 'TadeuszKonwicki']",[],['AdamWalacinski']
"['Drama', 'Crime', 'Mystery']",5752,7.4,"['MargaretRutherford', 'ArthurKennedy', 'MurielPavlow', 'JamesRobertsonJustice']",['GeorgePollock'],"['AgathaChristie', 'DavidD.Osborn', 'DavidPursall', 'JackSeddon']",['GeorgeH.Brown'],[]
"['Adventure', 'Family']",354,7.0,"['JeanCoutu', 'ÉmileGenest', 'UrielLuft', 'RobertRivard']","['JackCouffer', 'DonHaldane']","['DwightHauser', 'RalphWright', 'WinstonHibler', 'JamesOliverCurwood']",[],[]
"['War', 'Drama', 'History']",4236,8.8,"['TatsuyaNakadai', 'MichiyoAratama', 'TamaoNakamura', 'YûsukeKawazu']",['MasakiKobayashi'],"['ZenzôMatsuyama', 'KôichiInagaki', 'JumpeiGomikawa']",['ShigeruWakatsuki'],['ChûjiKinoshita']
"['Action', 'Comedy', 'ScienceFiction', 'War']",576,6.5,"['DannyKaye', 'DanaWynter', 'WilfridHyde-White', 'MargaretRutherford']",['MelvilleShavelson'],['JackRose'],[],['LeithStevens']
"['Comedy', 'Family']",18089,7.9,"['JamesCagney', 'HorstBuchholz', 'PamelaTiffin', 'ArleneFrancis']",['BillyWilder'],"['I.A.L.Diamond', 'FerencMolnár']",[],[]
"['Comedy', 'Drama']",2321,8.0,"['Cassen', 'JoséLuisLópezVázquez', 'ElviraQuintillá', 'ManuelAlexandre']",['LuisGarcíaBerlanga'],"['RafaelAzcona', 'JoséLuisColina', 'JoséLuisFont']",['AlfredoMatas'],['MiguelAsinsArbó']
"['Comedy', 'Drama']",5528,7.2,"['GlennFord', 'BetteDavis', 'HopeLange', '""ArthurOConnell""']",['FrankCapra'],"['JimmyCannon', 'HalKanter', 'HarryTugend', 'RobertRiskin', 'DamonRunyon']",[],[]
"['Romance', 'Drama']",6499,8.0,"['SidneyPoitier', 'ClaudiaMcNeil', 'RubyDee', 'DianaSands']",['DanielPetrie'],['LorraineHansberry'],"['RonaldH.Gilbert', 'PhilipRose', 'DavidSusskind']",['LaurenceRosenthal']
"['Drama', 'Romance']",718,5.9,"['CarolLynley', 'JeffChandler', 'EleanorParker', 'MaryAstor']",['JoséFerrer'],"['RonaldAlexander', 'GraceMetalious']",['JerryWald'],['FranzWaxman']
"['Drama', 'Romance']",2252,6.5,"['VivienLeigh', 'WarrenBeatty', 'CoralBrowne', 'JillSt.John']",['JoséQuintero'],"['TennesseeWilliams', 'GavinLambert', 'JanRead']",['LouisDeRochemont'],['RichardAddinsell']
['Crime'],3832,8.1,"['EvgeniyMorgunov', 'GeorgiyVitsin', 'YuriyNikulin']",['LeonidGaidai'],['KonstantinBrovin'],[],['NikitaBogoslovskiy']
[],346,7.1,"['AnatoliyPapanov', 'SergeyFilippov', 'SerafimAnikeyev', 'AleksandrBelyavskiy']","['LeonidGaidai', 'EldarRyazanov', 'VladimirSemakov', 'NaumTrakhtenberg', 'EduardZmojro']",['EmilBraginskiy'],[],[]
"['Drama', 'Romance']",16449,7.8,"['NatalieWood', 'WarrenBeatty', 'PatHingle', 'AudreyChristie']",['EliaKazan'],['WilliamInge'],[],['DavidAmram']
"['Drama', 'Romance']",651,6.4,"['TroyDonahue', 'DorothyMcGuire', 'ConnieStevens', 'LloydNolan']",['DelmerDaves'],['DorisHume'],[],['MaxSteiner']
['Drama'],20517,8.1,"['HarrietAndersson', 'GunnarBjörnstrand', 'MaxvonSydow', 'LarsPassgård']",['IngmarBergman'],[],[],[]
"['Comedy', 'Drama', 'Fantasy']",1179,8.1,"['AnilChatterjee', 'ChandanaBanerjee', 'AparnaSen', 'SitaMukherjee']",['SatyajitRay'],['RabindranathTagore'],[],[]
"['Drama', 'Mystery']",394,7.5,"['AyakoWakao', 'HiroshiKawaguchi', 'EitarôOzawa', 'HarukoMabuchi']",['YasuzôMasumura'],"['MasatoIde', 'MasayaMaruyama']",[],['RiichirôManabe']
"['Comedy', 'Drama', 'Romance']",13672,7.5,"['AnnaKarina', 'Jean-ClaudeBrialy', 'Jean-PaulBelmondo', 'HenriAttal']",['Jean-LucGodard'],['GenevièveCluny'],"['GeorgesdeBeauregard', 'CarloPonti']",['MichelLegrand']
['Drama'],4513,7.7,"['DirkBogarde', 'SylviaSyms', 'DennisPrice', 'AnthonyNicholls']",['BasilDearden'],"['JanetGreen', 'JohnMcCormick']",['MichaelRelph'],['PhilipGreen']
['Drama'],20228,8.2,"['SilviaPinal', 'FranciscoRabal', 'FernandoRey', 'JoséCalvo']",['LuisBuñuel'],"['JulioAlejandro', 'BenitoPérezGaldós']",['GustavoAlatriste'],['GustavoPittaluga']
['Drama'],1267,8.0,"['AlbertoSordi', 'LeaMassari', 'FrancoFabrizi', 'LinaVolonghi']",['DinoRisi'],['RodolfoSonego'],['DinoDeLaurentiis'],['CarloSavina']
"['Crime', 'Drama', 'Music']",89831,7.5,"['NatalieWood', 'GeorgeChakiris', 'RichardBeymer', 'RussTamblyn']","['JeromeRobbins', 'RobertWise']","['ErnestLehman', 'ArthurLaurents', 'WilliamShakespeare']",[],['LeonardBernstein']
"['Drama', 'Thriller']",101138,8.2,"['ToshirôMifune', 'EijirôTôno', 'TatsuyaNakadai', 'YôkoTsukasa']",['AkiraKurosawa'],['RyûzôKikushima'],[],['MasaruSatô']
['Comedy'],735,8.0,"['OlegBorisov', 'MargaritaKrinitsyna', 'NikolayYakovchenko', 'AnnaKushnirenko']",['ViktorIvanov'],['MykhailoStarytsky'],[],['VadimGomolyaka']
[],65,7.6,"['NicolasYumatov', 'ÉtienneLalou', 'IgorBarrère', 'IgnacioBiain']",['ChrisMarker'],[],['PierreBraunberger'],"['J.Calzada', 'EduardoGonzàlezMantici']"
['Drama'],905,8.0,"['WaheedaRehman', 'SoumitraChatterjee', 'RumaGuhaThakurta', 'GyaneshMukherjee']",['SatyajitRay'],['TarashankarBanerjee'],['BholaNathRoy'],[]
['Drama'],6035,7.7,"['FranchotTone', 'LewAyres', 'HenryFonda', 'WalterPidgeon']",['OttoPreminger'],"['AllenDrury', 'WendellMayes']",[],['JerryFielding']
"['Romance', 'Drama', 'History']",456,6.7,"['AndrásCsorba', 'IlonaBéres', 'ErnöSzabó', 'MarianneKrencsey']",['ViktorGertler'],['MórJókai'],[],['OttóVincze']
"['Drama', 'Action']",3678,7.8,"['RobertRyan', 'PeterUstinov', 'MelvynDouglas', 'PaulRogers']",[],"['LouisO.Coxe', 'RobertH.Chapman', 'HermanMelville', 'DeWittBodeen', 'RobertRossen']",[],['AntonyHopkins']
['Drama'],14860,7.8,"['BurtLancaster', 'KarlMalden', 'ThelmaRitter', 'NevilleBrand']","['JohnFrankenheimer', 'CharlesCrichton']","['GuyTrosper', 'ThomasE.Gaddis']",['StuartMillar'],['ElmerBernstein']
['Drama'],393,7.0,"['PerAabel', 'NormaBengell', 'HugoCarvana', 'LucydeCarvalho']",['RuyGuerra'],['MiguelTorres'],"['GersonTavares', 'JeceValadão']",['LuizBonfá']
"['Drama', 'Thriller']",24385,7.7,"['GregoryPeck', 'RobertMitchum', 'PollyBergen', 'LoriMartin']",['J.LeeThompson'],"['JohnD.MacDonald', 'JamesR.Webb']",['SyBartlett'],['BernardHerrmann']
"['History', 'Drama', 'Action']",1785,7.6,"['YûzôKayama', 'ChûshaIchikawa', 'TatsuyaMihashi', 'AkiraTakarada']",['HiroshiInagaki'],['ToshioYasumi'],"['SanezumiFujimoto', 'EdwardLandberg', 'TomoyukiTanaka']",['AkiraIfukube']
"['Comedy', 'Drama']",13222,7.9,"['CorinneMarchand', 'AntoineBourseiller', 'DominiqueDavray', 'DorothéeBlanck']",['AgnèsVarda'],[],"['GeorgesdeBeauregard', 'CarloPonti']",['MichelLegrand']
"['Crime', 'Comedy']",435,6.2,"['LesliePhillips', 'StanleyBaxter', 'WilfridHyde-White', 'JulieChristie']",['KenAnnakin'],"['JackDavies', 'HenryBlyth']","['LeslieParkyn', 'JulianWintle']",['GeorgeMartin']
